priority_tier	url	slug	page_type	current_status	brief_file	claim_risk	primary_goal	required_retrofit_blocks	proof_module	internal_links_to_add	schema_needed	publish_gate	qa_gate
P1	https://simplyrest.com/best-mattress-store-in-austin-texas/	best-mattress-store-in-austin-texas	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-austin-texas.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-dallas-texas/	best-mattress-store-in-dallas-texas	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-dallas-texas.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-friendswood-texas/	best-mattress-store-in-friendswood-texas	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-friendswood-texas.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-glendale-arizona/	best-mattress-store-in-glendale-arizona	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-glendale-arizona.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-houston-texas/	best-mattress-store-in-houston-texas	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-houston-texas.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-katy-texas/	best-mattress-store-in-katy-texas	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-katy-texas.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-littleton-colorado/	best-mattress-store-in-littleton-colorado	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-littleton-colorado.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-mesa-arizona/	best-mattress-store-in-mesa-arizona	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-mesa-arizona.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-phoenix-arizona/	best-mattress-store-in-phoenix-arizona	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-phoenix-arizona.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-portland-oregon/	best-mattress-store-in-portland-oregon	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-portland-oregon.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-in-tucson-arizona/	best-mattress-store-in-tucson-arizona	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-in-tucson-arizona.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/best-mattress-store-lone-tree-colorado/	best-mattress-store-lone-tree-colorado	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/best-mattress-store-lone-tree-colorado.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-reviews/; https://simplyrest.com/mattress-reviews/amerisleep-as3/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1	https://simplyrest.com/alternative-mattress-reviews/	alternative-mattress-reviews	review	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/alternative-mattress-reviews.md	Medium: commercial recommendation claims need proof and disclosure	Win product review and product-plus-review queries with hands-on test evidence and clear buy/skip guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/best-mattress-2026/; https://simplyrest.com/mattress-reviews/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/improve-air-quality-increase-oxygen-bedroom/	improve-air-quality-increase-oxygen-bedroom	resource	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/improve-air-quality-increase-oxygen-bedroom.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Clarify the page intent, answer the main query early, and connect to Simply Rest Lab evidence.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/chronic-kidney-disease-and-sleep/	chronic-kidney-disease-and-sleep	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/chronic-kidney-disease-and-sleep.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/improve-sleep-quality/	improve-sleep-quality	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/improve-sleep-quality.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/jet-lag/	jet-lag	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/jet-lag.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/natural-sleep-aids/	natural-sleep-aids	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/natural-sleep-aids.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/reset-sleep-clock/	reset-sleep-clock	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/reset-sleep-clock.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/sleep-habits-affect-mattress-comfort/	sleep-habits-affect-mattress-comfort	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/sleep-habits-affect-mattress-comfort.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Lab proof: score table, Ferdie tester note, methodology link, test evidence table, FAQ	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/sleep-health/	sleep-health	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/sleep-health.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/sleep-schedule-consistency-and-work-week/	sleep-schedule-consistency-and-work-week	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/sleep-schedule-consistency-and-work-week.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/stages-of-sleep/	stages-of-sleep	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/stages-of-sleep.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/technology-and-sleep/	technology-and-sleep	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/technology-and-sleep.md	Low: standard editorial/commercial disclosure still required where links appear	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Authority proof: byline, methodology link where relevant, FAQ, citation-ready summary	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P1-claim-sensitive	https://simplyrest.com/trouble-sleeping/	trouble-sleeping	sleep-health	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/trouble-sleeping.md	High: health/medical-adjacent language requires cautious wording and medical limitation note	Win informational sleep-health queries with concise answers, medically safe language, reviewer checks, and mattress relevance where useful.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Safe sleep-health proof: cautious summary, source/methodology link, medical limitation note, no diagnosis/treatment claims	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/mattress-stores/	mattress-stores	local-store	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/mattress-stores.md	Low: standard editorial/commercial disclosure still required where links appear	Win local mattress store queries with local proof, store evaluation criteria, maps/NAP signals, and shopper guidance.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Store shopper test guidance: pressure, alignment, edge, response, comfort checks; local proof/NAP where applicable	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/; https://simplyrest.com/mattress-stores/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/4th-july-mattress-sales/	4th-july-mattress-sales	sales	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/4th-july-mattress-sales.md	Low: standard editorial/commercial disclosure still required where links appear	Win deal intent with verified offer freshness, deal criteria, expiration notes, and product recommendations.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Deal-evaluation proof: current offer, price-policy notes, trial/warranty check, disclosure before CTA	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/black-friday-mattress-sales/	black-friday-mattress-sales	sales	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/black-friday-mattress-sales.md	Low: standard editorial/commercial disclosure still required where links appear	Win deal intent with verified offer freshness, deal criteria, expiration notes, and product recommendations.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Deal-evaluation proof: current offer, price-policy notes, trial/warranty check, disclosure before CTA	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/cyber-monday-mattress-sales/	cyber-monday-mattress-sales	sales	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/cyber-monday-mattress-sales.md	Low: standard editorial/commercial disclosure still required where links appear	Win deal intent with verified offer freshness, deal criteria, expiration notes, and product recommendations.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Deal-evaluation proof: current offer, price-policy notes, trial/warranty check, disclosure before CTA	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/guide-to-labor-day-mattress-deals/	guide-to-labor-day-mattress-deals	sales	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/guide-to-labor-day-mattress-deals.md	Low: standard editorial/commercial disclosure still required where links appear	Win deal intent with verified offer freshness, deal criteria, expiration notes, and product recommendations.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Deal-evaluation proof: current offer, price-policy notes, trial/warranty check, disclosure before CTA	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/mattress-sales/	mattress-sales	sales	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/mattress-sales.md	Low: standard editorial/commercial disclosure still required where links appear	Win deal intent with verified offer freshness, deal criteria, expiration notes, and product recommendations.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Deal-evaluation proof: current offer, price-policy notes, trial/warranty check, disclosure before CTA	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/memorial-day-mattress-sales-top-brands/	memorial-day-mattress-sales-top-brands	sales	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/memorial-day-mattress-sales-top-brands.md	Low: standard editorial/commercial disclosure still required where links appear	Win deal intent with verified offer freshness, deal criteria, expiration notes, and product recommendations.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Deal-evaluation proof: current offer, price-policy notes, trial/warranty check, disclosure before CTA	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/presidents-day-mattress-sale/	presidents-day-mattress-sale	sales	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/presidents-day-mattress-sale.md	Low: standard editorial/commercial disclosure still required where links appear	Win deal intent with verified offer freshness, deal criteria, expiration notes, and product recommendations.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Deal-evaluation proof: current offer, price-policy notes, trial/warranty check, disclosure before CTA	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
P2	https://simplyrest.com/mattress-foundation-sizes-guide/	mattress-foundation-sizes-guide	size-guide	retrofit-needed	wordpress-deploy/live-url-retrofit-briefs/mattress-foundation-sizes-guide.md	Low: standard editorial/commercial disclosure still required where links appear	Win sizing queries with dimension tables, room-fit guidance, FAQs, and comparison schema.	Byline; lead tester; citeable summary; methodology link; first-hand testing note; FAQ; disclosure block	Fit/use proof: dimensions table, room-fit guidance, setup/usability notes, methodology link	https://simplyrest.com/mattress-lab/; https://simplyrest.com/how-we-test-mattresses/	Article + BreadcrumbList + FAQPage; add Product/Review/ItemList/LocalBusiness where page type supports it	Do after core proof pages are live and target links resolve	Rendered layout; links; canonical; schema; no private Drive links; disclosure before commercial CTA
